Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Description
130,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
131,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
132,paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
133,paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
134,paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
135,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
136,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
137,paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
138,paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
139,paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.
140,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
141,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
142,jaundice, vomiting, fatigue, weight_loss, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
143,jaundice,itching, fatigue, weight_loss, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
144,jaundice,itching, vomiting, weight_loss, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
145,jaundice,itching, vomiting, fatigue, high_fever,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
146,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
147,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
148,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
149,jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']","Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems."
150,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
151,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
152,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
153,malaria, vomiting, high_fever, sweating, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
154,malaria, chills, high_fever, sweating, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
155,malaria, chills, vomiting, sweating, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
156,malaria, chills, vomiting, high_fever, headache,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
157,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
158,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
159,malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Malaria is a mosquito-borne infectious disease affecting humans and other animals.
160,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
161,chicken pox, skin_rash, fatigue, lethargy, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
162,chicken pox,itching, fatigue, lethargy, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
163,chicken pox,itching, skin_rash, lethargy, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
164,chicken pox,itching, skin_rash, fatigue, high_fever,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
165,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
166,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
167,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
168,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
169,chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Chicken pox is a highly contagious viral infection causing an itchy rash.
170,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
171,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
172,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
173,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
174,dengue, chills, joint_pain, vomiting, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
175,dengue, skin_rash, joint_pain, vomiting, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
176,dengue, skin_rash, chills, vomiting, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
177,dengue, skin_rash, chills, joint_pain, fatigue,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
178,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
179,dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Dengue is a mosquito-borne viral infection causing flu-like symptoms.
180,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
181,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
182,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
183,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
184,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
185,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
186,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
187,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
188,typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
189,typhoid, chills, fatigue, high_fever, headache,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.
190,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",hepatitis A is a viral liver disease.
